T_tick,T_val,H_tick,H_val,TH_tick,TH_val,Phase_tick,Phase_val
,,900049.0,39.3125,894049.0,63.8,,
,,900049.0,39.3125,895049.0,64.4,,
,,903049.0,37.34375,896049.0,64.4,,
,,904049.0,37.34375,897049.0,64.6,,
,,906049.0,35.875,899049.0,65.0,,
,,908049.0,34.78125,900049.0,65.4,,
,,910049.0,34.34375,900049.0,65.4,,
,,913049.0,32.71875,903049.0,65.9,,
,,914049.0,32.4375,904049.0,65.9,,
,,914049.0,32.4375,906049.0,66.5,,
,,918049.0,31.25,908049.0,66.9,,
,,919049.0,31.25,910049.0,67.0,,
,,923049.0,29.671875,913049.0,67.6,,
,,928049.0,28.453125,914049.0,67.6,,
,,931049.0,27.796875,914049.0,67.6,,
,,933049.0,27.4375,918049.0,68.1,,
,,933049.0,27.25,919049.0,68.1,,
,,935049.0,27.125,923049.0,68.5,,
,,935049.0,27.125,928049.0,69.0,,
,,938049.0,26.375,931049.0,69.3,,
,,939049.0,26.375,933049.0,69.4,,
,,943049.0,25.203125,933049.0,69.4,,
,,950049.0,24.453125,935049.0,69.6,,
,,950049.0,24.359375,935049.0,69.6,,
,,954049.0,23.65625,938049.0,69.9,,
,,954049.0,23.765625,939049.0,69.9,,
,,960049.0,23.078125,943049.0,70.4,,
,,960049.0,23.078125,950049.0,70.7,,
,,967049.0,22.296875,950049.0,70.8,,
,,968049.0,22.234375,954049.0,70.9,,
,,974049.0,21.296875,954049.0,70.9,,
,,975049.0,21.296875,960049.0,71.3,,
,,978049.0,21.03125,960049.0,71.3,,
,,978049.0,21.03125,967049.0,71.6,,
,,980049.0,20.921875,968049.0,71.7,,
,,981049.0,20.734375,974049.0,72.0,,
,,982049.0,20.65625,975049.0,72.0,,
,,983049.0,20.4375,978049.0,72.1,,
,,985049.0,20.328125,978049.0,72.1,,
,,985049.0,20.328125,980049.0,72.2,,
,,986049.0,20.328125,981049.0,72.3,,
,,988049.0,20.1875,982049.0,72.3,,
,,988049.0,20.140625,983049.0,72.3,,
,,990049.0,19.765625,985049.0,72.4,,
,,990049.0,19.765625,985049.0,72.4,,
,,992049.0,19.609375,986049.0,72.5,,
,,995049.0,19.375,988049.0,72.6,,
,,995049.0,19.375,988049.0,72.6,,
,,998049.0,19.265625,990049.0,72.8,,
,,999049.0,19.265625,990049.0,72.8,,
,,1002049.0,18.890625,992049.0,72.8,,
,,1002049.0,18.890625,995049.0,72.9,,
,,1006049.0,18.40625,995049.0,72.9,,
,,1007049.0,18.328125,998049.0,73.1,,
,,1011049.0,18.03125,999049.0,73.1,,
,,1012049.0,17.984375,1002049.0,73.3,,
,,1020049.0,17.359375,1002049.0,73.3,,
,,1021049.0,17.140625,1006049.0,73.5,,
,,1031049.0,16.28125,1007049.0,73.5,,
,,1034049.0,16.15625,1011049.0,73.8,,
,,1035049.0,16.109375,1012049.0,73.8,,
,,1047049.0,15.273438,1020049.0,74.1,,
,,1055049.0,14.820312,1021049.0,74.2,,
,,1067049.0,14.054688,1031049.0,74.7,,
,,1070049.0,13.9375,1034049.0,74.9,,
,,1072049.0,13.703125,1035049.0,75.1,,
,,1084889.0,13.132812,1047049.0,75.5,,
,,1093889.0,12.664062,1055049.0,76.0,,
,,1095889.0,12.585938,1067049.0,76.3,,
,,1105889.0,11.945312,1070049.0,76.5,,
,,1114889.0,11.476562,1072049.0,76.6,,
,,1119889.0,11.273438,1084889.0,77.2,,
,,1123889.0,11.148438,1093889.0,77.6,,
,,1126889.0,10.96875,1095889.0,77.8,,
,,1129889.0,10.914062,1105889.0,78.2,,
,,1132889.0,10.734375,1114889.0,78.8,,
,,1134889.0,10.6875,1119889.0,79.0,,
,,1137889.0,10.632812,1123889.0,79.2,,
,,1140889.0,10.460938,1126889.0,79.4,,
,,1144889.0,10.414062,1129889.0,79.4,,
,,1147889.0,10.171875,1132889.0,79.6,,
,,1150889.0,10.007812,1134889.0,79.6,,
,,1153889.0,9.890625,1137889.0,79.6,,
,,1156889.0,9.773438,1140889.0,79.7,,
,,1159889.0,9.5625,1144889.0,80.1,,
,,1159889.0,9.5625,1147889.0,80.3,,
,,1159889.0,9.5625,1150889.0,80.5,,
,,1162889.0,9.539062,1153889.0,80.6,,
,,1165889.0,9.335938,1156889.0,80.8,,
,,1168889.0,9.304688,1159889.0,80.9,,
,,1173889.0,9.132812,1159889.0,80.9,,
,,1176889.0,8.984375,1159889.0,80.9,,
,,1179889.0,8.914062,1162889.0,81.1,,
,,1182889.0,8.875,1165889.0,81.2,,
,,1183889.0,8.773438,1168889.0,81.4,,
,,1185889.0,8.71875,1173889.0,81.4,,
,,1189889.0,8.585938,1176889.0,81.6,,
,,1192889.0,8.429688,1179889.0,81.7,,
,,1195889.0,8.40625,1182889.0,81.8,,
,,1198889.0,8.210938,1183889.0,81.9,,
,,1202889.0,8.101562,1185889.0,81.9,,
,,1205889.0,8.070312,1189889.0,82.1,,
,,1206889.0,8.0,1192889.0,82.3,,
,,1211889.0,7.875,1195889.0,82.5,,
,,1214889.0,7.71875,1198889.0,82.7,,
,,1217889.0,7.554688,1202889.0,82.8,,
,,1218889.0,7.574219,1205889.0,82.8,,
,,1221889.0,7.46875,1206889.0,82.9,,
,,1224889.0,7.371094,1211889.0,83.1,,
,,1227889.0,7.222656,1214889.0,83.2,,
,,1230889.0,7.15625,1217889.0,83.4,,
,,1232889.0,7.113281,1218889.0,83.5,,
,,1234889.0,7.082031,1221889.0,83.6,,
,,1237889.0,6.984375,1224889.0,83.8,,
,,1240889.0,6.84375,1227889.0,84.0,,
,,1243889.0,6.730469,1230889.0,84.2,,
,,1244889.0,6.734375,1232889.0,84.2,,
,,1247889.0,6.628906,1234889.0,84.3,,
,,1250889.0,6.5,1237889.0,84.6,,
,,1253889.0,6.359375,1240889.0,84.9,,
,,1256889.0,6.335938,1243889.0,85.1,,
,,1259889.0,6.242188,1244889.0,85.1,,
,,1262889.0,6.1875,1247889.0,85.3,,
,,1265889.0,6.09375,1250889.0,85.5,,
,,1265889.0,6.09375,1253889.0,85.7,,
,,1268889.0,6.027344,1256889.0,85.7,,
,,1271889.0,5.910156,1259889.0,85.8,,
,,1274889.0,5.8125,1262889.0,86.1,,
,,1277889.0,5.734375,1265889.0,86.2,,
,,1277889.0,5.730469,1265889.0,86.2,,
,,1279889.0,5.710938,1268889.0,86.4,,
,,1282889.0,5.609375,1271889.0,86.6,,
,,1285889.0,5.570312,1274889.0,86.8,,
,,1288889.0,5.441406,1277889.0,86.9,,
,,1291889.0,5.359375,1277889.0,86.9,,
,,1294889.0,5.300781,1279889.0,87.0,,
,,1296889.0,5.203125,1282889.0,87.1,,
,,1298889.0,5.246094,1285889.0,87.2,,
,,1301889.0,5.15625,1288889.0,87.5,,
,,1304889.0,5.042969,1291889.0,87.7,,
,,1307889.0,5.0,1294889.0,87.8,,
,,1310889.0,4.964844,1296889.0,87.9,,
,,1310889.0,4.964844,1298889.0,88.0,,
,,1312889.0,4.910156,1301889.0,88.1,,
,,1315889.0,4.863281,1304889.0,88.4,,
,,1318999.0,4.773438,1307889.0,88.4,,
,,1321999.0,4.730469,1310889.0,88.5,,
,,1324999.0,4.660156,1310889.0,88.5,,
,,1327999.0,4.59375,1312889.0,88.6,,
,,1327999.0,4.570312,1315889.0,88.7,,
,,1330999.0,4.507812,1318999.0,88.9,,
,,1333999.0,4.433594,1321999.0,89.1,,
,,1335999.0,4.417969,1324999.0,89.2,,
,,1338999.0,4.347656,1327999.0,89.4,,
,,1338999.0,4.382812,1327999.0,89.4,,
,,1342999.0,4.304688,1330999.0,89.6,,
,,1345999.0,4.238281,1333999.0,89.8,,
,,1348999.0,4.222656,1335999.0,89.9,,
,,1351999.0,4.203125,1338999.0,90.1,,
,,1351999.0,4.203125,1338999.0,90.1,,
,,1351999.0,4.160156,1342999.0,90.2,,
,,1354999.0,4.136719,1345999.0,90.2,,
,,1358999.0,4.089844,1348999.0,90.4,,
,,1358999.0,4.09375,1351999.0,90.6,,
,,1359999.0,4.078125,1351999.0,90.6,,
,,1363999.0,3.998047,1351999.0,90.7,,
,,1366999.0,3.947266,1354999.0,90.6,,
,,1369999.0,3.888672,1358999.0,90.6,,
,,1372999.0,3.798828,1358999.0,90.6,,
,,1372999.0,3.777344,1359999.0,90.6,,
,,1375999.0,3.804688,1363999.0,90.7,,
,,1375999.0,3.804688,1366999.0,90.9,,
,,1379999.0,3.759766,1369999.0,91.1,,
,,1382999.0,3.697266,1372999.0,91.3,,
,,1385999.0,3.658203,1372999.0,91.2,,
,,1388999.0,3.583984,1375999.0,91.5,,
,,1391999.0,3.533203,1375999.0,91.5,,
,,1394999.0,3.533203,1379999.0,91.6,,
,,1397999.0,3.462891,1382999.0,91.6,,
,,1400999.0,3.384766,1385999.0,91.9,,
,,1402999.0,3.394531,1388999.0,92.0,,
,,1404999.0,3.349609,1391999.0,92.1,,
,,1408999.0,3.259766,1394999.0,92.2,,
,,1416999.0,3.128906,1397999.0,92.3,,
,,1418999.0,3.117188,1400999.0,92.4,,
,,1419999.0,3.117188,1402999.0,92.6,,
,,1422999.0,3.066406,1404999.0,92.9,,
,,1425999.0,3.029297,1408999.0,93.1,,
,,1428999.0,3.058594,1416999.0,93.6,,
,,1431999.0,3.001953,1418999.0,93.6,,
,,1434999.0,2.966797,1419999.0,93.6,,
,,1437999.0,2.951172,1422999.0,93.8,,
,,1440999.0,2.916016,1425999.0,93.9,,
,,1444999.0,2.896484,1428999.0,93.9,,
,,1447999.0,2.861328,1431999.0,94.2,,
,,1448999.0,2.853516,1434999.0,94.3,,
,,1449999.0,2.828125,1437999.0,94.6,,
,,1452999.0,2.783203,1440999.0,94.8,,
,,1455999.0,2.814453,1444999.0,94.8,,
,,1458999.0,2.789062,1447999.0,94.9,,
,,1460999.0,2.736328,1448999.0,95.0,,
,,1464999.0,2.714844,1449999.0,95.1,,
,,1467999.0,2.695312,1452999.0,95.1,,
,,1470999.0,2.675781,1455999.0,95.1,,
,,1472999.0,2.636719,1458999.0,95.1,,
,,1475999.0,2.548828,1460999.0,95.3,,
,,1476999.0,2.570312,1464999.0,95.4,,
,,1480999.0,2.568359,1467999.0,95.4,,
,,1483999.0,2.564453,1470999.0,95.7,,
,,1486999.0,2.5,1472999.0,95.8,,
,,1489999.0,2.490234,1475999.0,96.0,,
,,1492999.0,2.492188,1476999.0,96.1,,
,,1495999.0,2.404297,1480999.0,96.2,,
,,1498999.0,2.390625,1483999.0,96.3,,
,,1499999.0,2.417969,1486999.0,96.5,,
,,1502999.0,2.384766,1489999.0,96.7,,
,,1505999.0,2.361328,1492999.0,96.9,,
,,1508999.0,2.365234,1495999.0,96.9,,
,,1511999.0,2.361328,1498999.0,96.9,,
,,1514999.0,2.277344,1499999.0,97.0,,
,,1517999.0,2.275391,1502999.0,97.2,,
,,1521999.0,2.25,1505999.0,97.4,,
,,1523999.0,2.277344,1508999.0,97.5,,
,,1523999.0,2.277344,1511999.0,97.5,,
,,1527999.0,2.236328,1514999.0,97.5,,
,,1530999.0,2.205078,1517999.0,97.8,,
,,1533999.0,2.203125,1521999.0,97.9,,
,,1536999.0,2.177734,1523999.0,97.9,,
,,1539999.0,2.181641,1523999.0,97.9,,
,,1542999.0,2.15625,1527999.0,98.1,,
,,1543999.0,2.158203,1530999.0,98.3,,
,,1547999.0,2.099609,1533999.0,98.5,,
,,1550999.0,2.109375,1536999.0,98.6,,
,,1553999.0,2.076172,1539999.0,98.7,,
,,1556999.0,2.082031,1542999.0,98.8,,
,,1560969.0,2.041016,1543999.0,98.8,,
,,1563969.0,2.054688,1547999.0,98.8,,
,,1566969.0,2.064453,1550999.0,98.9,,
,,1567969.0,2.054688,1553999.0,99.1,,
,,1570969.0,2.03125,1556999.0,99.1,,
,,1573969.0,2.035156,1560969.0,99.2,,
,,1576969.0,1.99707,1563969.0,99.4,,
,,1578969.0,2.009766,1566969.0,99.6,,
,,1581969.0,2.013672,1567969.0,99.5,,
,,1583969.0,1.994141,1570969.0,99.4,,
,,1586969.0,1.983398,1573969.0,99.4,,
,,1589969.0,1.955078,1576969.0,99.4,,
,,1592969.0,1.980469,1578969.0,99.7,,
,,1595969.0,1.969727,1581969.0,99.8,,
,,1598969.0,1.944336,1583969.0,100.1,,
,,1601969.0,1.936523,1586969.0,100.2,,
,,1604969.0,1.904297,1589969.0,100.4,,
,,1607969.0,1.896484,1592969.0,100.3,,
,,1610969.0,1.9375,1595969.0,100.4,,
,,1613969.0,1.958008,1598969.0,100.4,,
,,1618089.0,1.885742,1601969.0,100.7,,
,,1618089.0,1.885742,1604969.0,100.8,,
,,1620969.0,1.948242,1607969.0,100.8,,
,,1622969.0,2.054688,1610969.0,100.8,,
,,1624189.0,2.183594,1613969.0,100.6,,
,,1625989.0,2.390625,1618089.0,100.4,,
,,1630849.0,2.431641,1618089.0,100.4,,
,,,,1620969.0,100.1,,
,,,,1622969.0,99.9,,
,,,,1624189.0,99.8,,
,,,,1625989.0,99.7,,
,,,,1630849.0,99.3,,
